,page,country,rev_id,Unnamed: 0,score,FIPS,Name,Type,TimeFrame,Data (M),Population,Region,region_population
392,Julius Gregr,Czech Republic,395521877.0,2.0,Stub,,,,,,,,
393,Edvard Gregr,Czech Republic,395526568.0,3.0,Stub,,,,,,,,
394,Miroslav Poche,Czech Republic,672862914.0,220.0,Stub,,,,,,,,
395,Vojtěch Mynář,Czech Republic,673008587.0,221.0,Stub,,,,,,,,
396,Jan Malypetr,Czech Republic,704424304.0,757.0,Stub,,,,,,,,
397,Emanuel Moravec,Czech Republic,705080136.0,839.0,Start,,,,,,,,
398,Vladimír Hučín,Czech Republic,707597623.0,1331.0,Start,,,,,,,,
399,Pavla Topolánková,Czech Republic,709676840.0,1653.0,Start,,,,,,,,
400,Josef Barák,Czech Republic,711675761.0,2012.0,Stub,,,,,,,,
401,Antonín Švehla,Czech Republic,712426548.0,2130.0,Stub,,,,,,,,
402,Jakob Marzel Sternberger,Czech Republic,713698544.0,2446.0,Stub,,,,,,,,
403,Alois Anderka,Czech Republic,714174726.0,2522.0,Stub,,,,,,,,
404,Ivan Dejmal,Czech Republic,715467197.0,2935.0,Start,,,,,,,,
405,Franz Macoun,Czech Republic,715640391.0,3006.0,Stub,,,,,,,,
406,Karel Urbánek,Czech Republic,716711851.0,3253.0,Stub,,,,,,,,
407,Vladimír Klokočka,Czech Republic,717429365.0,3461.0,Start,,,,,,,,
408,Jaromír Jermář,Czech Republic,720027362.0,4160.0,Stub,,,,,,,,
409,Artur London,Czech Republic,721736524.0,4701.0,Start,,,,,,,,
410,František Sláma (politician),Czech Republic,722937211.0,4985.0,Stub,,,,,,,,
411,Jan Kubice,Czech Republic,723151837.0,5056.0,Stub,,,,,,,,
412,Kamil Jankovský,Czech Republic,723207013.0,5073.0,Stub,,,,,,,,
413,Václav Vacek,Czech Republic,724691268.0,5495.0,Stub,,,,,,,,
414,Čestmír Císař,Czech Republic,725362978.0,5759.0,C,,,,,,,,
415,Luca Rovinalti,Czech Republic,726666131.0,6043.0,Stub,,,,,,,,
416,Kamil Krofta,Czech Republic,726762194.0,6082.0,Start,,,,,,,,
417,Milan Štěch,Czech Republic,728506208.0,6259.0,Stub,,,,,,,,
418,Antonín Janoušek,Czech Republic,729912438.0,6437.0,Stub,,,,,,,,
419,Bedřich Geminder,Czech Republic,730146355.0,6475.0,Stub,,,,,,,,
420,Karel Domin,Czech Republic,735174171.0,7145.0,Start,,,,,,,,
421,Hubert Ripka,Czech Republic,737562321.0,7454.0,Start,,,,,,,,
422,Tomáš Eduard Šilinger,Czech Republic,741588720.0,8236.0,Stub,,,,,,,,
423,Petr Janyška,Czech Republic,741798984.0,8256.0,Stub,,,,,,,,
424,Jana Juřenčáková,Czech Republic,743423675.0,8494.0,Stub,,,,,,,,
425,Jaromír Nečas,Czech Republic,744448745.0,8683.0,Stub,,,,,,,,
426,Siegfried Taub,Czech Republic,744612257.0,8753.0,Start,,,,,,,,
427,Záviš Kalandra,Czech Republic,746707985.0,9117.0,Stub,,,,,,,,
428,Alois Rašín,Czech Republic,749575931.0,9805.0,Start,,,,,,,,
429,Bedřich Reicin,Czech Republic,749945936.0,9916.0,Start,,,,,,,,
430,Bernd Richter,Czech Republic,751718674.0,10248.0,Stub,,,,,,,,
431,Kamil Kalina,Czech Republic,753045804.0,10416.0,Stub,,,,,,,,
432,Richard Sacher,Czech Republic,755428089.0,10777.0,Stub,,,,,,,,
433,Václav Fischer,Czech Republic,756317863.0,10941.0,Start,,,,,,,,
434,Božena Viková-Kunětická,Czech Republic,757336278.0,12152.0,Stub,,,,,,,,
435,Mikuláš of Hus,Czech Republic,758942647.0,13025.0,Stub,,,,,,,,
436,Gertruda Sekaninová-Čakrtová,Czech Republic,759446334.0,13116.0,GA,,,,,,,,
437,Petr Mlsna,Czech Republic,765838180.0,14466.0,Stub,,,,,,,,
438,Antonín Cyril Stojan,Czech Republic,768047769.0,15030.0,C,,,,,,,,
439,František Kubka,Czech Republic,768676716.0,15179.0,Stub,,,,,,,,
440,Josef Pfitzner,Czech Republic,773853256.0,16573.0,Start,,,,,,,,
441,Vladimír Franz,Czech Republic,774595725.0,16838.0,C,,,,,,,,
442,Jan Stocklassa,Czech Republic,776095794.0,17225.0,Stub,,,,,,,,
443,Jaroslav Krejčí,Czech Republic,776197284.0,17251.0,Start,,,,,,,,
444,Libuše Benešová,Czech Republic,776338134.0,17291.0,Stub,,,,,,,,
445,Daniela Filipiová,Czech Republic,776338195.0,17292.0,Start,,,,,,,,
446,Moses Porges von Portheim,Czech Republic,776487173.0,17335.0,Start,,,,,,,,
447,Jan Kasl,Czech Republic,776508129.0,17343.0,Start,,,,,,,,
448,Jiří Kittner,Czech Republic,776509425.0,17344.0,Stub,,,,,,,,
449,Miloslav Vlček,Czech Republic,776513404.0,17347.0,Stub,,,,,,,,
450,Ivo Svoboda (politician),Czech Republic,776513552.0,17348.0,Start,,,,,,,,
451,Hana Orgoníková,Czech Republic,776513802.0,17349.0,Stub,,,,,,,,
452,Pavel Dostál,Czech Republic,776514175.0,17350.0,Start,,,,,,,,
453,Jiří Lobkowicz,Czech Republic,776751749.0,17405.0,Stub,,,,,,,,
454,Bohuslav Kokotek,Czech Republic,777876483.0,17859.0,Stub,,,,,,,,
455,Alena Hanáková,Czech Republic,778095433.0,17905.0,Stub,,,,,,,,
456,Irena Kočí,Czech Republic,779417455.0,18403.0,Stub,,,,,,,,
457,Martin Netolický,Czech Republic,779417738.0,18404.0,Stub,,,,,,,,
458,David Rath,Czech Republic,779418369.0,18405.0,Start,,,,,,,,
459,Eva Nováková,Czech Republic,779498276.0,18541.0,Stub,,,,,,,,
460,Vojtěch Adam,Czech Republic,779500408.0,18542.0,Stub,,,,,,,,
461,Vlastimil Balín,Czech Republic,779500749.0,18543.0,Stub,,,,,,,,
462,Jiří Dolejš,Czech Republic,779500957.0,18544.0,Stub,,,,,,,,
463,Zuzka Bebarová-Rujbrová,Czech Republic,779501010.0,18545.0,Stub,,,,,,,,
464,Marie Stiborová,Czech Republic,779501096.0,18546.0,Start,,,,,,,,
465,Jiří Svoboda (politician),Czech Republic,779501161.0,18547.0,Stub,,,,,,,,
466,Miloslava Vostrá,Czech Republic,779501194.0,18548.0,Stub,,,,,,,,
467,Jiří Čeřovský,Czech Republic,779501654.0,18549.0,Stub,,,,,,,,
468,Jan Korger,Czech Republic,779501783.0,18550.0,Stub,,,,,,,,
469,Kateřina Jacques,Czech Republic,779581127.0,18617.0,C,,,,,,,,
470,Tomáš Chalupa,Czech Republic,779839245.0,18715.0,Stub,,,,,,,,
471,Pavel Blažek,Czech Republic,779839319.0,18716.0,Stub,,,,,,,,
472,Aleš Řebíček,Czech Republic,779839400.0,18717.0,Stub,,,,,,,,
473,Ivan Langer,Czech Republic,779839455.0,18718.0,Start,,,,,,,,
474,Jan Stráský,Czech Republic,779839492.0,18719.0,Start,,,,,,,,
475,Jan Chvojka,Czech Republic,779842639.0,18724.0,Stub,,,,,,,,
476,Marie Benešová,Czech Republic,779847262.0,18728.0,Stub,,,,,,,,
477,Juraj Chmiel,Czech Republic,779847492.0,18729.0,Stub,,,,,,,,
478,Daniela Kovářová,Czech Republic,779847531.0,18730.0,Stub,,,,,,,,
479,Rostislav Vondruška,Czech Republic,779847687.0,18731.0,Stub,,,,,,,,
480,Martin Štěpánek (actor),Czech Republic,779847799.0,18732.0,Start,,,,,,,,
481,Helena Třeštíková,Czech Republic,779847837.0,18733.0,Stub,,,,,,,,
482,Milena Vicenová,Czech Republic,779847883.0,18734.0,Stub,,,,,,,,
483,Jaroslav Bašta,Czech Republic,779848743.0,18735.0,Stub,,,,,,,,
484,Josef Lux,Czech Republic,779849059.0,18736.0,Stub,,,,,,,,
485,Miroslav Macek,Czech Republic,779849258.0,18737.0,Stub,,,,,,,,
486,Ladislav Miko,Czech Republic,779849694.0,18738.0,Stub,,,,,,,,
487,Džamila Stehlíková,Czech Republic,779849767.0,18739.0,Stub,,,,,,,,
488,Jozef Moravčík,Czech Republic,780051829.0,18815.0,Stub,,,,,,,,
489,Milan Uhde,Czech Republic,780321961.0,18882.0,Stub,,,,,,,,
490,František Pitra,Czech Republic,780534080.0,18935.0,Stub,,,,,,,,
491,Oldřich Černík,Czech Republic,780534267.0,18937.0,Stub,,,,,,,,
492,Otakar Motejl,Czech Republic,780868492.0,19036.0,Start,,,,,,,,
493,Ludwig Czech,Czech Republic,780887131.0,19038.0,Stub,,,,,,,,
494,Rudolf Beran,Czech Republic,780921783.0,19046.0,Start,,,,,,,,
495,Victor Adler,Czech Republic,782058966.0,19385.0,Start,,,,,,,,
496,Emil Beier,Czech Republic,782384016.0,19521.0,Stub,,,,,,,,
497,Bruno Kafka,Czech Republic,783065752.0,19809.0,Stub,,,,,,,,
498,Lucie Talmanová,Czech Republic,783711789.0,20198.0,Start,,,,,,,,
499,Martin Mejstřík,Czech Republic,783737915.0,20210.0,Stub,,,,,,,,
500,Vlastimil Tusar,Czech Republic,784145485.0,20405.0,Start,,,,,,,,
501,Petr Bendl,Czech Republic,784826685.0,20701.0,Start,,,,,,,,
502,Petr Gandalovič,Czech Republic,784826720.0,20702.0,Start,,,,,,,,
503,Tomáš Vandas,Czech Republic,784968648.0,20758.0,Start,,,,,,,,
504,Robert Mayr-Harting,Czech Republic,785085345.0,20813.0,Stub,,,,,,,,
505,Karel Havlíček Borovský,Czech Republic,785407597.0,20969.0,C,,,,,,,,
506,Jan Černý,Czech Republic,786162238.0,21299.0,Start,,,,,,,,
507,Josef Frank (politician),Czech Republic,786399604.0,21400.0,Stub,,,,,,,,
508,Philip Kinsky of Wchinitz and Tettau,Czech Republic,786612217.0,21497.0,Start,,,,,,,,
509,Luboš Dobrovský,Czech Republic,787952395.0,22522.0,Stub,,,,,,,,
510,Bedřich Moldan,Czech Republic,787952868.0,22525.0,Stub,,,,,,,,
511,Martin Palouš,Czech Republic,788015952.0,22641.0,Start,,,,,,,,
512,Hermann Zwierzina,Czech Republic,788121309.0,22759.0,Stub,,,,,,,,
513,Eduard Zeman,Czech Republic,788178766.0,22839.0,Stub,,,,,,,,
514,Richard Bienert,Czech Republic,788410657.0,23091.0,Start,,,,,,,,
515,Václav Hampl,Czech Republic,789102318.0,25646.0,Start,,,,,,,,
516,Miroslav Grebeníček,Czech Republic,789546047.0,27352.0,Stub,,,,,,,,
517,Vlasta Štěpová,Czech Republic,789546066.0,27353.0,Stub,,,,,,,,
518,Egon Lánský,Czech Republic,789546079.0,27354.0,Start,,,,,,,,
519,Antonín Prachař,Czech Republic,789546102.0,27355.0,Stub,,,,,,,,
520,Milan Horálek,Czech Republic,789546147.0,27356.0,Stub,,,,,,,,
521,Antonín Novotný,Czech Republic,790372008.0,28524.0,C,,,,,,,,
522,Zuzana Brzobohatá,Czech Republic,790608148.0,28716.0,Stub,,,,,,,,
523,Alena Palečková,Czech Republic,790608180.0,28717.0,Stub,,,,,,,,
524,Zuzana Roithová,Czech Republic,790608186.0,28718.0,Start,,,,,,,,
525,"List of MPs elected in the Czech legislative election, 2017",Czech Republic,790838510.0,28892.0,Stub,,,,,,,,
526,Martin Jahn,Czech Republic,791374581.0,29289.0,Start,,,,,,,,
527,Pavel Rychetský,Czech Republic,792417439.0,29991.0,Stub,,,,,,,,
528,Gustáv Slamečka,Czech Republic,792476721.0,30015.0,Start,,,,,,,,
529,Edvard Kožušník,Czech Republic,793087579.0,30328.0,Stub,,,,,,,,
530,Jan Masaryk,Czech Republic,793642926.0,30789.0,C,,,,,,,,
531,Jan Koukal,Czech Republic,794146543.0,31112.0,Stub,,,,,,,,
532,Pavel Bém,Czech Republic,794995687.0,31774.0,Start,,,,,,,,
533,"List of MPs elected in the Czech legislative election, 2013",Czech Republic,795098385.0,31839.0,C,,,,,,,,
534,Vít Bárta,Czech Republic,795377941.0,32012.0,Stub,,,,,,,,
535,Karl Kautsky,Czech Republic,795807571.0,32372.0,C,,,,,,,,
536,Karl von Czyhlarz,Czech Republic,795809115.0,32373.0,Stub,,,,,,,,
537,Václav Fresl,Czech Republic,796253432.0,32731.0,Stub,,,,,,,,
538,Josef Václav Frič,Czech Republic,796403608.0,32866.0,Start,,,,,,,,
539,Tomáš Zdechovský,Czech Republic,796749458.0,33165.0,C,,,,,,,,
540,Andrea Češková,Czech Republic,796751775.0,33168.0,Stub,,,,,,,,
541,Dana Kuchtová,Czech Republic,796752629.0,33170.0,Stub,,,,,,,,
542,Rudolf Margolius,Czech Republic,796825099.0,33207.0,C,,,,,,,,
543,František Ladislav Rieger,Czech Republic,797539957.0,33895.0,C,,,,,,,,
544,Petr Mach,Czech Republic,797842545.0,34222.0,Start,,,,,,,,
545,Jaroslava Moserová,Czech Republic,798490261.0,34817.0,Start,,,,,,,,
546,Vávra Suk,Czech Republic,798648973.0,35036.0,Stub,,,,,,,,
547,Vojtěch Náprstek,Czech Republic,798686948.0,35058.0,C,,,,,,,,
548,Lubomír Štrougal,Czech Republic,798705619.0,35073.0,Start,,,,,,,,
549,Jan Krejčí,Czech Republic,798796793.0,35140.0,B,,,,,,,,
550,Radek John,Czech Republic,798944631.0,35327.0,Stub,,,,,,,,
551,Jan Jesenius,Czech Republic,799301686.0,35708.0,C,,,,,,,,
552,Josef Ježek,Czech Republic,800555146.0,37191.0,Start,,,,,,,,
553,Jana Bobošíková,Czech Republic,800754664.0,37420.0,Start,,,,,,,,
554,Franz Anton von Kolowrat-Liebsteinsky,Czech Republic,800883412.0,37539.0,Start,,,,,,,,
555,Viktor Dyk,Czech Republic,800925236.0,37588.0,C,,,,,,,,
556,Alois Jirásek,Czech Republic,800925518.0,37589.0,C,,,,,,,,
557,"Alexander von Mensdorff-Pouilly, Prince Dietrichstein von Nicolsburg",Czech Republic,801939668.0,38915.0,Start,,,,,,,,
558,Adriana Krnáčová,Czech Republic,801972898.0,38947.0,Start,,,,,,,,
559,Ondřej Liška,Czech Republic,802013967.0,38986.0,Stub,,,,,,,,
560,Marcel Chládek,Czech Republic,802054500.0,39025.0,Stub,,,,,,,,
561,Miroslava Kopicová,Czech Republic,802055280.0,39026.0,Stub,,,,,,,,
562,Milan Chovanec,Czech Republic,802060218.0,39027.0,Stub,,,,,,,,
563,František Bublan,Czech Republic,802060471.0,39028.0,Stub,,,,,,,,
564,Jiří Dienstbier Jr.,Czech Republic,802069244.0,39033.0,C,,,,,,,,
565,Táňa Fischerová,Czech Republic,802360196.0,39292.0,C,,,,,,,,
566,Václav Jehlička,Czech Republic,802365998.0,39297.0,Stub,,,,,,,,
567,Viliam Široký,Czech Republic,802416926.0,39349.0,Stub,,,,,,,,
568,Miroslav Lidinský,Czech Republic,802531379.0,39604.0,Start,,,,,,,,
569,Petr Cibulka,Czech Republic,802834939.0,39959.0,Start,,,,,,,,
570,Anna Šabatová,Czech Republic,802875800.0,40024.0,Stub,,,,,,,,
571,Adolph Aloys von Braun,Czech Republic,803332354.0,40443.0,C,,,,,,,,
572,Dana Bérová,Czech Republic,803438779.0,40546.0,Stub,,,,,,,,
573,František Palacký,Czech Republic,803658529.0,40754.0,C,,,,,,,,
574,Miroslav Kostelka,Czech Republic,803709959.0,40799.0,Stub,,,,,,,,
575,Martin Barták,Czech Republic,803793256.0,40910.0,Stub,,,,,,,,
576,Karolína Peake,Czech Republic,803794383.0,40912.0,Start,,,,,,,,
577,Petr Ježek,Czech Republic,803983301.0,41167.0,Start,,,,,,,,
578,František Udržal,Czech Republic,804093764.0,41298.0,Stub,,,,,,,,
579,Václav Havel,Czech Republic,804569724.0,41898.0,C,,,,,,,,
580,Pavel Fischer,Czech Republic,804582256.0,41914.0,Stub,,,,,,,,
581,Eva Tylová,Czech Republic,804591494.0,41929.0,Stub,,,,,,,,
582,Dana Jurásková,Czech Republic,804715205.0,42044.0,Stub,,,,,,,,
583,Svatopluk Němeček,Czech Republic,804715467.0,42045.0,Stub,,,,,,,,
584,Richard Brabec,Czech Republic,804820949.0,42166.0,Stub,,,,,,,,
585,Jan Fischer (politician),Czech Republic,804868436.0,42217.0,C,,,,,,,,
586,Martin Pecina,Czech Republic,804869147.0,42219.0,Stub,,,,,,,,
587,Vlasta Parkanová,Czech Republic,804871394.0,42225.0,Stub,,,,,,,,
588,Martin Bursík,Czech Republic,804879673.0,42234.0,Start,,,,,,,,
589,Lubomír Zaorálek,Czech Republic,805037426.0,42566.0,Start,,,,,,,,
590,Radola Gajda,Czech Republic,805084705.0,42626.0,C,,,,,,,,
591,Karel Schwarzenberg,Czech Republic,805176779.0,42765.0,C,,,,,,,,
592,Vlasta Svobodová,Czech Republic,805179298.0,42769.0,Stub,,,,,,,,
593,Ondřej Přikryl,Czech Republic,805352758.0,43013.0,Start,,,,,,,,
594,Milada Horáková,Czech Republic,805439919.0,43140.0,C,,,,,,,,
595,Martin Holcát,Czech Republic,805824502.0,43729.0,Stub,,,,,,,,
596,Alena Dernerová,Czech Republic,805946007.0,43916.0,Stub,,,,,,,,
597,Marian Jurečka,Czech Republic,806049453.0,44064.0,Stub,,,,,,,,
598,Pavel Bělobrádek,Czech Republic,806085100.0,44113.0,Stub,,,,,,,,
599,Dan Ťok,Czech Republic,806231200.0,44355.0,Stub,,,,,,,,
600,Jiří Dienstbier,Czech Republic,806490518.0,44780.0,Stub,,,,,,,,
601,Rudolf Slánský,Czech Republic,806504904.0,44817.0,C,,,,,,,,
602,Alexandr Vondra,Czech Republic,806537585.0,44864.0,C,,,,,,,,
603,Jaroslav Šedivý,Czech Republic,806538241.0,44867.0,Stub,,,,,,,,
604,Cyril Svoboda,Czech Republic,806538320.0,44868.0,C,,,,,,,,
605,Jan Kohout,Czech Republic,806539480.0,44871.0,Stub,,,,,,,,
606,Miloš Vystrčil,Czech Republic,806558617.0,44912.0,Stub,,,,,,,,
607,Alois Eliáš,Czech Republic,806566913.0,44923.0,C,,,,,,,,
608,Jan Skopeček (politician),Czech Republic,806569308.0,44930.0,Stub,,,,,,,,
609,Miloslav Ludvík,Czech Republic,806586185.0,44949.0,Stub,,,,,,,,
610,Martin Kupka,Czech Republic,806636602.0,45010.0,Stub,,,,,,,,
611,Matěj Stropnický,Czech Republic,806650264.0,45062.0,Stub,,,,,,,,
612,Petr Šimerka,Czech Republic,806669645.0,45095.0,Stub,,,,,,,,
613,Jaromír Drábek,Czech Republic,806669709.0,45096.0,Stub,,,,,,,,
614,Ludmila Müllerová,Czech Republic,806669752.0,45097.0,Stub,,,,,,,,
615,Jan Veleba (politician),Czech Republic,806672899.0,45103.0,Stub,,,,,,,,
616,František Ringo Čech,Czech Republic,806673245.0,45104.0,Stub,,,,,,,,
617,Michaela Marksová,Czech Republic,806673585.0,45107.0,Stub,,,,,,,,
618,Robert Pelikán,Czech Republic,806708361.0,45161.0,Stub,,,,,,,,
619,Karla Šlechtová,Czech Republic,806708532.0,45162.0,Stub,,,,,,,,
620,Stanislav Gross,Czech Republic,806720477.0,45180.0,C,,,,,,,,
621,Martin Stropnický,Czech Republic,806729653.0,45194.0,Stub,,,,,,,,
622,Leoš Heger,Czech Republic,806751902.0,45239.0,Stub,,,,,,,,
623,Bohuslav Svoboda,Czech Republic,806850638.0,45442.0,Stub,,,,,,,,
624,Miroslava Němcová,Czech Republic,806876791.0,45496.0,Stub,,,,,,,,
625,Zbyněk Stanjura,Czech Republic,806900987.0,45533.0,Stub,,,,,,,,
626,Drahomíra Miklošová,Czech Republic,806988445.0,45637.0,Stub,,,,,,,,
627,Václav Klaus Jr.,Czech Republic,806991412.0,45640.0,C,,,,,,,,
628,Dominik Feri,Czech Republic,807058182.0,45740.0,Start,,,,,,,,
629,Alexandra Udženija,Czech Republic,807102237.0,45810.0,Stub,,,,,,,,
630,Ivan Pilný,Czech Republic,807333095.0,46276.0,Stub,,,,,,,,
631,Marta Semelová,Czech Republic,807334610.0,46282.0,Stub,,,,,,,,
632,Daniel Herman,Czech Republic,807334657.0,46284.0,Start,,,,,,,,
633,Jan Hamáček,Czech Republic,807353609.0,46323.0,Stub,,,,,,,,
634,Michal Horáček,Czech Republic,807358143.0,46344.0,C,,,,,,,,
635,Václav Klaus,Czech Republic,807382193.0,46394.0,C,,,,,,,,
636,Martin Kuba,Czech Republic,807394304.0,46425.0,Stub,,,,,,,,
637,Martin Říman,Czech Republic,807394725.0,46427.0,Stub,,,,,,,,
638,Kateřina Valachová,Czech Republic,807399097.0,46442.0,Stub,,,,,,,,
639,Vladimír Tošovský,Czech Republic,807415625.0,46492.0,Stub,,,,,,,,
640,Pavel Svoboda,Czech Republic,807416099.0,46493.0,Start,,,,,,,,
641,Petr Fiala,Czech Republic,807420515.0,46505.0,Start,,,,,,,,
642,Vladimír Špidla,Czech Republic,807462107.0,46638.0,C,,,,,,,,
9358,Timoteo Menéndez,Salvadoran,566504165.0,30.0,Stub,,,,,,,,
9359,Joaquín Escolán y Balibrera,Salvadoran,679294949.0,263.0,Stub,,,,,,,,
9360,Fermín Palacios,Salvadoran,705353491.0,914.0,Stub,,,,,,,,
9361,Eugenio Aguilar,Salvadoran,705353565.0,915.0,Stub,,,,,,,,
9362,Tomás Medina,Salvadoran,705353584.0,916.0,Stub,,,,,,,,
9363,Ramón Rodríguez (Salvadoran politician),Salvadoran,705353647.0,917.0,Stub,,,,,,,,
9364,Vicente Gómez,Salvadoran,705353678.0,918.0,Stub,,,,,,,,
9365,Lorenzo Zepeda,Salvadoran,705353843.0,919.0,Stub,,,,,,,,
9366,José María Peralta,Salvadoran,705353896.0,920.0,Stub,,,,,,,,
9367,Francisco Menéndez,Salvadoran,705353975.0,921.0,Stub,,,,,,,,
9368,Pedro José Escalón,Salvadoran,705354095.0,922.0,Stub,,,,,,,,
9369,Fernando Figueroa,Salvadoran,705354112.0,923.0,Stub,,,,,,,,
9370,Carlos Meléndez (politician),Salvadoran,705354212.0,924.0,Stub,,,,,,,,
9371,Fabio Castillo Figueroa,Salvadoran,705385310.0,941.0,Stub,,,,,,,,
9372,Ricardo Montenegro,Salvadoran,706769596.0,1166.0,Stub,,,,,,,,
9373,Rafael Campo,Salvadoran,707399758.0,1299.0,Start,,,,,,,,
9374,Miguel Santín del Castillo,Salvadoran,707400213.0,1300.0,Stub,,,,,,,,
9375,Osmín Aguirre y Salinas,Salvadoran,707403482.0,1301.0,Stub,,,,,,,,
9376,Eusebio Rodolfo Cordón Cea,Salvadoran,707404888.0,1302.0,Stub,,,,,,,,
9377,Juan José Guzmán,Salvadoran,707519272.0,1317.0,Stub,,,,,,,,
9378,Juan José Cañas,Salvadoran,708089470.0,1394.0,Stub,,,,,,,,
9379,José Gregorio Salazar,Salvadoran,710543364.0,1820.0,Start,,,,,,,,
9380,Diego Vigil Cocaña,Salvadoran,710555824.0,1826.0,Start,,,,,,,,
9381,Nicolás Espinoza,Salvadoran,710578840.0,1829.0,Start,,,,,,,,
9382,Pedro Barriere,Salvadoran,710677703.0,1859.0,Start,,,,,,,,
9383,Joaquín de San Martín,Salvadoran,710828020.0,1883.0,Start,,,,,,,,
9384,José Félix Quirós,Salvadoran,714256648.0,2549.0,Stub,,,,,,,,
9385,Edgardo Carlos Suárez Mallagray,Salvadoran,717903674.0,3637.0,Stub,,,,,,,,
9386,Aníbal Portillo,Salvadoran,720419598.0,4306.0,Stub,,,,,,,,
9387,José Francisco Valiente,Salvadoran,720478176.0,4322.0,Stub,,,,,,,,
9388,Diego de Holguín,Salvadoran,720623176.0,4360.0,Stub,,,,,,,,
9389,Sigfrido Reyes Morales,Salvadoran,720633452.0,4361.0,Start,,,,,,,,
9390,Manuel Enrique Araujo,Salvadoran,723277343.0,5091.0,Start,,,,,,,,
9391,Joaquín Eufrasio Guzmán,Salvadoran,730854147.0,6568.0,Stub,,,,,,,,
9392,Francisco Malespín,Salvadoran,730864227.0,6570.0,Stub,,,,,,,,
9393,Rodrigo Ávila,Salvadoran,733791467.0,6964.0,Start,,,,,,,,
9394,Mario Aguiñada Carranza,Salvadoran,736491718.0,7263.0,Start,,,,,,,,
9395,David Rodríguez Rivera,Salvadoran,738362225.0,7760.0,Start,,,,,,,,
9396,Carlos Ezeta,Salvadoran,741190933.0,8186.0,Stub,,,,,,,,
9397,Andrés Ignacio Menéndez,Salvadoran,742279612.0,8352.0,Stub,,,,,,,,
9398,Gerardo Barrios,Salvadoran,743252984.0,8477.0,Start,,,,,,,,
9399,Rubén Zamora,Salvadoran,748418081.0,9463.0,Start,,,,,,,,
9400,Antonio José Cañas,Salvadoran,749973666.0,9949.0,Start,,,,,,,,
9401,José Atilio Benítez Parada,Salvadoran,749976455.0,9951.0,Stub,,,,,,,,
9402,Violeta Menjívar,Salvadoran,757618572.0,12623.0,Start,,,,,,,,
9403,Santiago González (politician),Salvadoran,757977772.0,12893.0,Stub,,,,,,,,
9404,Rosa Amelia Guzmán,Salvadoran,758287489.0,12929.0,Start,,,,,,,,
9405,Gloria Salguero Gross,Salvadoran,758288293.0,12931.0,C,,,,,,,,
9406,David Joaquín Guzmán,Salvadoran,765528693.0,14420.0,Start,,,,,,,,
9407,Francisco Gómez (El Salvador President),Salvadoran,766757526.0,14697.0,Start,,,,,,,,
9408,Francisco Dueñas,Salvadoran,769575358.0,15446.0,Stub,,,,,,,,
9409,Rafael Zaldívar,Salvadoran,770682721.0,15675.0,Start,,,,,,,,
9410,Óscar Ortiz (El Salvador),Salvadoran,774857245.0,16914.0,Stub,,,,,,,,
9411,José Damián Villacorta,Salvadoran,777601256.0,17717.0,Start,,,,,,,,
9412,José Escolástico Marín,Salvadoran,777602660.0,17719.0,Stub,,,,,,,,
9413,José María Cornejo,Salvadoran,777612972.0,17733.0,Start,,,,,,,,
9414,José María Peralta Lagos,Salvadoran,777613551.0,17734.0,Stub,,,,,,,,
9415,José María San Martín,Salvadoran,777613737.0,17735.0,Start,,,,,,,,
9416,José María Silva,Salvadoran,777613786.0,17736.0,Start,,,,,,,,
9417,Juan Manuel Rodríguez,Salvadoran,777685186.0,17785.0,Start,,,,,,,,
9418,Juan Vicente Villacorta Díaz,Salvadoran,777698313.0,17793.0,Start,,,,,,,,
9419,Juan José Daboub,Salvadoran,778564487.0,18047.0,C,,,,,,,,
9420,José Arturo Vásquez Machado,Salvadoran,779894617.0,18750.0,Stub,,,,,,,,
9421,Andrés del Valle,Salvadoran,779931580.0,18762.0,Start,,,,,,,,
9422,Lilian Mercedes Letona,Salvadoran,780552804.0,18953.0,Start,,,,,,,,
9423,Carlos Quintanilla Schmidt,Salvadoran,780701356.0,18999.0,Stub,,,,,,,,
9424,Enrique Álvarez Córdova,Salvadoran,781102914.0,19101.0,Stub,,,,,,,,
9425,Arturo Araujo,Salvadoran,782520448.0,19576.0,Stub,,,,,,,,
9426,Rubén Alonso Rosales,Salvadoran,782652818.0,19652.0,Start,,,,,,,,
9427,Mariano Prado,Salvadoran,783472679.0,20056.0,Start,,,,,,,,
9428,Pío Romero Bosque,Salvadoran,784506431.0,20524.0,Stub,,,,,,,,
9429,Alfonso Quiñónez Molina,Salvadoran,785229840.0,20888.0,Stub,,,,,,,,
9430,Jorge Meléndez,Salvadoran,786063735.0,21241.0,Stub,,,,,,,,
9431,Carmen Elena Figueroa,Salvadoran,786068145.0,21253.0,Stub,,,,,,,,
9432,Felipe Codallos,Salvadoran,786492357.0,21444.0,Stub,,,,,,,,
9433,Tomás Regalado (Salvadoran politician),Salvadoran,786492366.0,21445.0,Stub,,,,,,,,
9434,Doroteo Vasconcelos,Salvadoran,788264133.0,22948.0,GA,,,,,,,,
9435,Alfredo Cristiani,Salvadoran,788447923.0,23136.0,C,,,,,,,,
9436,Óscar Osorio,Salvadoran,791821555.0,29573.0,Start,,,,,,,,
9437,Lourdes Rodríguez de Flores,Salvadoran,791907279.0,29680.0,Stub,,,,,,,,
9438,Álvaro Magaña,Salvadoran,791907345.0,29681.0,Stub,,,,,,,,
